customUser:user_Id,date,/CartScreen,/DashboardScreen,/LoginScreen,/OffersListPage,/ProductDetails,/ProductListing
111215565,2024-02-27,0,119,0,0,0,0
111222336,2023-11-25,0,1,0,0,26,6
111222336,2024-02-06,0,13,0,0,25,12
111222336,2024-02-19,0,9,0,0,6,15
111222336,2024-04-25,0,3,0,0,36,27
111222336,2024-05-19,16,42,0,0,0,0
111288484,2024-02-24,0,17,0,0,0,36
111309977,2024-05-07,34,0,0,0,48,8
111313367,2023-12-22,0,1,0,0,114,6
111313367,2024-04-21,0,35,0,0,0,0
111317480,2023-12-01,0,50,0,0,178,68
111330667,2024-04-06,0,14,0,0,0,0
111343047,2024-01-15,17,0,0,0,0,0
111343047,2024-02-15,0,13,11,0,8,45
111343047,2024-02-17,0,5,0,0,79,3
111343047,2024-02-28,0,30,0,0,0,0
111343047,2024-03-01,0,15,0,0,0,6
111417877,2023-12-15,0,125,0,0,0,0
111417877,2023-12-16,6,28,0,0,32,19
111417877,2024-01-28,0,4,0,0,0,0
111417877,2024-02-09,0,1,0,0,0,0
111420002,2024-05-16,0,49,0,0,55,28
111471943,2023-12-01,474,331,0,0,6,2
111471943,2023-12-02,29,40,0,0,10,6
111471943,2023-12-03,1,0,0,0,0,0
111496259,2023-12-01,0,45,0,0,9,13
111527655,2023-12-01,0,30,0,0,22,42
111530219,2024-05-05,131,125,0,0,0,0
111551851,2024-04-23,30,0,0,0,5,3
111551851,2024-04-24,0,51,0,0,0,0
111551851,2024-05-02,0,31,0,0,0,0
111558202,2023-12-03,57,7,0,0,13,11
111574386,2023-12-15,0,0,0,0,0,211
111599890,2024-03-11,12,0,0,0,0,0
111604067,2024-02-05,0,95,0,0,0,0
111604067,2024-04-12,64,0,0,0,0,2
111608197,2024-04-03,0,17,0,0,0,0
111637097,2023-12-01,127,66,0,0,92,70
111648876,2023-12-01,126,99,0,0,68,160
111648876,2023-12-02,19,41,0,0,0,8
111648876,2023-12-03,90,28,0,0,0,13
111648876,2023-12-18,0,81,0,0,0,0
111685876,2024-04-02,8,14,28,0,3,4
111693950,2024-03-26,137,5,0,0,91,7
111722702,2024-01-31,0,0,0,0,58,59
111800074,2023-12-02,50,13,0,0,16,19
111800074,2023-12-11,0,5,0,0,0,0
111818564,2024-01-04,0,15,0,0,0,0
111818564,2024-03-04,0,14,0,0,0,0
111829340,2024-05-12,63,75,0,0,12,6
111833778,2023-12-01,0,40,0,0,0,0
111833778,2023-12-02,0,4,0,0,24,9
111835854,2023-11-29,0,22,25,0,0,0
111850543,2024-05-07,0,32,0,0,0,0
111850543,2024-05-08,0,38,0,0,0,0
111891992,2023-12-09,164,78,0,0,0,0
111891992,2023-12-15,0,35,0,0,0,0
111895314,2024-01-07,87,23,0,0,74,6
111895314,2024-03-17,0,15,0,0,0,0
111924971,2024-01-17,33,3,0,0,42,13
111933083,2023-12-01,121,102,0,0,102,22
111961201,2024-04-30,5,42,17,0,3,3
111989403,2024-05-05,0,11,35,0,0,4
112018554,2024-02-20,48,10,0,0,4,7
112065627,2024-04-16,144,13,0,0,14,9
112100207,2024-02-12,89,89,0,0,13,10
112100207,2024-02-18,189,48,0,58,41,25
112101223,2024-03-23,0,0,0,0,0,3
112107792,2024-01-30,48,80,0,4,8,7
112107792,2024-05-17,18,2,0,0,0,0
112141340,2023-12-01,105,139,73,0,0,0
112187243,2024-02-03,7,32,0,0,0,26
112187243,2024-02-14,0,14,0,0,0,0
112224721,2024-03-26,0,3,0,0,0,0
112224721,2024-03-27,0,9,10,0,0,0
112233100,2024-02-11,15,0,0,0,0,0
112233100,2024-03-16,13,60,0,0,10,2
112233100,2024-04-18,12,34,0,0,32,18
112235972,2024-02-17,0,18,0,0,72,54
112235972,2024-03-13,0,27,0,0,0,0
112235972,2024-03-21,0,28,0,0,0,0
112235972,2024-03-23,0,44,0,0,0,0
112235972,2024-05-06,0,24,0,0,0,0
112235972,2024-05-10,16,24,24,0,19,22
112297055,2024-01-04,96,0,0,0,11,2
112327141,2024-05-10,0,13,0,0,92,33
112354035,2024-01-28,24,0,0,0,0,5
112373347,2024-03-10,0,16,10,0,0,0
112428832,2024-01-12,100,101,0,0,2,12
112428832,2024-01-29,0,164,0,0,0,0
112491048,2024-04-04,0,31,0,0,0,0
112509444,2024-01-11,0,43,0,0,0,0
112509444,2024-01-12,0,14,0,0,0,0
112509444,2024-01-20,0,43,0,0,0,0
112509444,2024-01-21,0,20,0,0,0,0
112509444,2024-01-25,0,27,34,0,0,0
112559775,2024-05-20,0,247,0,0,109,86
112590332,2023-12-01,260,225,0,0,155,112
112590332,2023-12-08,0,4,0,0,0,0
112685118,2024-04-01,11,27,10,0,2,3
112746038,2024-02-24,28,2,0,0,3,4
112746038,2024-03-04,0,971,0,0,0,0
112755742,2024-05-19,126,40,0,0,105,143
112767509,2024-02-10,23,8,0,0,0,0
112767509,2024-03-01,32,43,29,0,24,47
112852651,2024-03-03,0,39,0,0,0,0
112852651,2024-03-15,0,4,0,0,0,0
112853711,2024-02-14,0,8,0,0,0,98
112853711,2024-03-15,0,44,0,0,0,0
112901787,2024-03-16,16,1,0,0,3,17
112901787,2024-03-18,0,8,8,0,0,0
112977966,2024-03-25,6,105,0,0,0,11
112980729,2024-03-26,6,48,18,0,3,0
112980729,2024-03-27,0,46,63,0,0,0
113001280,2024-02-16,13,34,0,0,40,53
113001280,2024-02-19,4,29,0,0,16,14
113001280,2024-02-27,0,24,0,0,0,0
113049982,2023-12-28,32,7,0,0,39,20
113060378,2024-04-18,83,10,0,0,0,0
113060784,2023-12-01,0,23,0,0,0,0
113093432,2024-01-27,49,6,0,0,0,0
113093432,2024-01-29,88,71,0,0,0,4
113093432,2024-05-18,0,6,5,0,0,0
113176403,2024-01-07,5,49,0,0,17,5
113176403,2024-02-28,0,45,0,0,0,0
113176403,2024-03-12,0,78,15,0,0,68
113225490,2023-12-01,7,41,0,0,0,0
113228988,2023-11-19,0,104,13,0,0,0
113270975,2024-04-04,40,111,0,0,135,1869
113291547,2023-12-01,0,116,0,0,0,139
113291547,2023-12-02,0,5,0,0,0,3
113291547,2024-01-03,9,109,0,0,0,8
113291547,2024-01-31,0,3,0,0,0,0
113302146,2024-01-29,61,2,0,0,16,3
113303302,2023-11-11,3,1,0,0,0,3
113353173,2023-12-04,0,30,0,0,0,0
113353173,2023-12-05,0,10,83,0,0,0
113353173,2024-04-30,203,9,0,0,0,3
113353173,2024-05-04,0,8,0,0,15,5
113389380,2023-12-01,2,7,0,0,36,41
113413154,2024-03-05,0,10,13,0,0,0
113444540,2024-04-05,0,11,0,0,0,0
113460549,2024-03-13,0,33,0,0,0,0
113486220,2024-02-23,9,42,0,0,60,5
113486220,2024-04-05,29,44,27,0,0,0
113486220,2024-05-19,0,12,2,0,0,0
113495959,2023-12-13,0,349,0,0,0,26
113495959,2023-12-16,0,8,0,0,0,0
113496870,2023-12-01,75,6,0,0,44,2
113503494,2024-04-06,40,34,0,5,29,27
113504873,2023-11-22,24,0,0,0,5,10
113504873,2023-11-23,0,17,0,0,0,0
113527897,2024-03-13,0,8,0,0,48,92
113550544,2024-04-29,106,0,0,0,22,37
113588351,2024-03-16,0,6,0,0,0,7
113615915,2024-05-15,0,10,0,0,53,26
113619558,2024-02-01,0,1,0,0,5,83
113692255,2024-03-12,20,0,0,0,0,0
113693394,2024-01-22,18,9,0,0,17,13
113693394,2024-02-05,0,11,16,0,0,0
113693394,2024-02-22,0,8,0,0,38,16
113718127,2023-11-12,71,65,0,4,97,94
113718127,2024-03-28,0,45,0,0,0,71
113725510,2024-04-05,0,9,0,0,0,31
113753225,2024-02-10,34,82,0,0,45,44
113774221,2023-11-17,21,4,0,0,9,67
113806767,2024-02-15,0,131,0,0,0,0
113833557,2023-12-02,18,11,0,0,0,0
113857085,2024-01-11,0,5,0,0,17,67
113934922,2024-04-21,78,0,0,0,10,22
113934922,2024-04-22,77,62,0,0,23,14
113934922,2024-05-07,208,234,27,0,0,32
113960054,2024-03-31,139,203,0,0,65,57
114003192,2024-04-03,32,0,0,0,15,2
114003192,2024-04-08,0,8,0,0,0,0
114041681,2024-03-14,5,98,0,0,0,0
114041681,2024-05-04,24,56,20,0,93,45
114059639,2024-03-28,12,138,0,0,4,2
114059639,2024-03-29,0,11,13,0,0,0
114069983,2024-03-05,10,62,0,0,0,0
114069983,2024-04-19,0,14,0,0,0,28
114069983,2024-05-20,0,5,0,0,0,0
114082958,2023-12-01,562,568,86,0,54,9
114082958,2024-01-11,0,20,28,0,0,0
114082958,2024-02-12,21,14,42,0,12,4
114082958,2024-02-25,11,45,44,0,0,0
114083121,2024-05-21,0,59,0,0,0,0
114089798,2024-01-15,0,36,0,0,22,5
114099600,2024-04-21,0,46,14,0,0,0
114136026,2023-12-21,3,24,0,0,0,0
114136026,2024-01-18,0,18,26,0,38,90
114201221,2024-02-16,0,27,0,0,6,61
114202659,2023-11-22,0,0,0,0,32,6
114240038,2023-12-04,0,118,0,0,0,0
114240038,2024-03-07,0,2,46,0,0,0
114246136,2024-05-13,0,25,673,0,0,0
114266423,2024-01-29,0,0,0,0,34,37
114272843,2024-02-13,32,0,0,0,0,0
114272843,2024-04-24,0,116,0,0,58,247
114272843,2024-04-25,0,16,0,0,0,113
114272843,2024-04-26,112,61,0,0,8,5
114272843,2024-04-27,42,7,0,0,26,44
114301585,2024-03-27,56,0,0,0,11,9
114330089,2024-01-11,11,0,0,0,5,1
114343730,2024-03-05,90,0,0,0,7,3
114343730,2024-03-06,9,0,0,0,0,0
114348887,2023-12-20,0,18,0,0,34,14
114348887,2023-12-25,13,5,0,0,10,12
114348887,2024-01-06,0,39,20,0,4,56
114348887,2024-02-07,0,22,0,0,0,55
114348887,2024-02-28,19,25,0,0,14,11
114350334,2024-01-12,0,3,0,0,24,3
114400080,2024-03-31,0,0,0,0,10,19
114482210,2024-04-10,0,29,0,0,0,0
114531345,2023-11-11,0,0,0,0,38,29
114531345,2023-12-22,77,0,0,0,5,3
114531345,2024-01-24,0,1,8,0,0,0
114531345,2024-02-01,0,47,0,0,0,0
114531345,2024-03-22,0,0,0,0,0,28
114531345,2024-04-05,0,21,0,0,74,15
114531345,2024-04-21,0,6,0,0,65,22
114531345,2024-04-28,0,103,0,0,142,82
114572666,2024-03-11,0,9,8,0,0,0
114580654,2024-05-12,0,36,0,0,15,19
114580654,2024-05-13,2,17,0,0,7,5
114610765,2024-03-05,40,11,0,0,0,9
114618658,2024-04-04,0,2,0,0,0,21
114681140,2023-12-04,7,0,0,0,0,4
114681140,2024-01-04,0,2,0,0,0,0
114681140,2024-01-13,0,24,0,0,0,0
114681140,2024-01-16,0,13,0,0,0,0
114744291,2024-01-09,0,6,0,0,0,0
114744291,2024-01-11,0,36,26,0,0,0
114747498,2024-01-17,21,1,0,0,13,58
114759665,2024-04-05,0,31,0,0,0,0
114772912,2024-03-18,27,96,33,0,9,13
114840556,2024-01-25,0,53,0,0,67,41
114840556,2024-05-04,0,5,0,0,0,0
114847039,2023-12-01,539,518,0,10,23,38
114908017,2024-04-17,5,3,0,0,7,10
114960355,2024-02-27,0,52,0,0,0,0
115169442,2024-02-17,0,0,0,0,35,3
115169442,2024-03-02,0,3,4,0,4,1
115169442,2024-04-22,14,7,13,0,10,12
115169442,2024-05-16,0,6,8,0,0,36
115217334,2024-05-11,52,60,0,0,47,28
115233767,2024-01-03,0,20,0,0,0,0
115235970,2024-01-03,132,0,0,0,0,0
115298362,2023-12-16,0,55,0,0,39,88
115298362,2024-01-18,0,14,13,0,12,7
115298362,2024-04-01,67,93,0,0,0,8
115298362,2024-04-17,0,7,21,0,91,6
115300810,2024-04-11,0,68,13,0,0,0
115329825,2023-12-01,28,55,0,0,129,11
115381837,2024-04-18,30,19,0,0,81,263
115416231,2023-12-01,30,376,0,0,23,17
115443880,2023-12-01,95,64,0,0,95,60
115443880,2023-12-02,0,6,0,0,3,4
115443880,2023-12-03,0,26,0,0,0,0
115443880,2023-12-04,0,27,0,0,0,0
115443880,2023-12-05,0,45,0,0,0,0
115443880,2023-12-09,0,47,0,0,0,0
115452121,2024-04-09,48,62,0,0,0,0
115470944,2024-02-18,124,807,0,0,0,0
115470944,2024-03-16,23,60,0,0,94,6
115475499,2023-12-01,0,7,0,0,415,50
115496426,2023-12-28,0,2,0,0,0,44
115496426,2024-01-05,0,22,0,0,0,0
115496426,2024-01-27,0,43,19,0,0,0
115535107,2024-04-15,0,14,0,0,0,0
115542521,2023-12-01,268,7,0,0,0,16
115649588,2023-12-01,44,15,0,20,16,38
115698323,2024-04-06,18,0,0,0,3,6
115698323,2024-04-30,0,1,0,0,0,0
115731307,2023-12-01,161,357,0,0,358,42
115731307,2023-12-19,113,93,5,0,64,60
115731307,2023-12-23,0,4,0,0,0,0
115731307,2023-12-24,0,83,0,0,0,0
115731307,2024-01-09,0,35,0,0,0,0
115731307,2024-01-11,0,82,0,0,0,0
115731307,2024-02-07,0,67,0,0,0,0
115731307,2024-02-08,0,5,0,0,0,0
115731307,2024-03-09,0,26,0,0,0,0
115731307,2024-03-14,0,28,0,0,0,0
115731307,2024-04-06,0,6,0,0,0,0
115731307,2024-04-07,0,35,0,0,0,0
115764010,2024-03-20,0,101,0,0,0,0
115764010,2024-04-07,22,158,37,0,0,0
115764010,2024-04-28,0,3,0,0,0,0
115764010,2024-05-19,0,5,29,0,0,0
115780203,2024-05-21,0,0,0,0,0,0
115889442,2023-12-01,25,7,0,10,11,4
115889442,2023-12-03,0,15,0,0,0,14
115889442,2023-12-08,0,8,0,0,16,8
115889442,2024-02-11,0,29,4,0,0,0
115900856,2024-04-04,0,34,0,0,0,0
115913416,2024-01-09,0,0,0,0,0,4
115913416,2024-01-26,0,5,0,0,0,0
115913416,2024-02-15,13,39,29,0,39,23
115929908,2023-12-02,7,0,0,0,5,4
115934955,2024-04-04,0,22,0,0,0,0
115934955,2024-04-23,0,0,0,0,0,0
115962897,2024-01-09,9,75,0,0,37,31
115962897,2024-01-11,0,13,0,0,0,0
115971959,2023-12-18,121,18,0,0,95,134
115985540,2024-02-17,0,35,0,0,59,65
115985540,2024-02-18,0,8,0,0,39,11
115985540,2024-02-19,0,4,0,0,9,5
115985540,2024-03-16,0,24,0,0,20,18
115992672,2024-02-21,0,49,0,0,0,0
115992672,2024-03-28,0,28,0,0,0,0
115992672,2024-04-16,0,6,0,0,39,21
145475385,2023-12-01,0,279,0,0,20,129
222200000,2024-03-27,0,0,0,0,0,4
700000103,2024-05-18,0,23,389,0,0,0
700003247,2023-12-01,0,68,0,0,75,107
700003247,2023-12-04,0,11,0,0,12,12
700006811,2023-12-01,0,10,11,0,0,0
700009790,2024-03-07,0,8,11,0,0,0
700013145,2024-05-03,12,9,0,0,12,2
700013145,2024-05-04,0,3,0,0,0,0
700013145,2024-05-06,0,3,0,0,0,0
700013145,2024-05-17,0,3,24,0,0,0
700013145,2024-05-18,0,46,0,0,0,0
700013145,2024-05-20,11,44,0,0,17,55
700016861,2024-05-08,0,16,14,0,0,0
700019734,2023-12-01,0,74,0,0,0,54
700019734,2024-01-29,0,31,0,0,47,89
700020886,2023-12-02,42,4,0,0,17,33
700020886,2023-12-06,22,4,0,0,46,9
700022016,2024-01-18,27,145,22,0,32,11
700022016,2024-02-20,0,20,12,0,0,0
700022016,2024-02-21,0,6,672,0,0,0
700022016,2024-03-25,0,9,10,0,0,0
700022016,2024-04-10,0,56,0,0,0,0
700022016,2024-05-03,0,17,0,0,0,0
700022016,2024-05-16,0,143,37,0,0,0
700041542,2024-02-28,0,41,0,0,0,34
700041542,2024-02-29,0,11,0,0,24,9
700041542,2024-03-29,0,15,0,0,0,3
700047531,2023-11-23,10,0,0,0,0,17
700047531,2023-11-28,0,13,0,0,9,6
700047531,2023-12-24,0,18,0,0,6,22
700057111,2024-05-17,0,0,0,0,2,3
700063245,2024-03-26,69,434,0,0,0,6
700065620,2024-04-05,0,4,0,0,0,0
700067706,2023-12-01,493,0,0,0,4,6
700075625,2024-01-26,3,50,0,0,8,35
700083112,2024-01-06,0,16,0,0,0,0
700083112,2024-01-26,0,50,23,0,0,43
700086192,2024-02-06,0,29,0,0,0,0
700089701,2024-04-16,0,24,25,0,0,0
700105906,2023-12-01,165,28,0,174,48,18
700113395,2024-01-29,0,26,0,0,16,24
700116239,2024-02-10,60,4,0,0,8,8
700116239,2024-05-16,0,8,0,0,0,0
700116905,2023-12-01,174,124,0,0,1054,153
700116905,2023-12-02,15,8,0,0,59,2
700116905,2023-12-03,0,2,0,0,0,0
700116905,2023-12-06,0,3,0,0,0,4
700122217,2024-02-03,64,0,0,4,40,5
700122217,2024-03-02,90,78,0,4,34,45
700130026,2023-11-30,0,114,0,0,49,49
700130026,2023-12-01,150,4,0,0,280,35
700130026,2023-12-02,0,12,0,0,0,0
700130026,2023-12-03,0,1,0,0,0,0
700130026,2023-12-04,6,61,0,0,0,150
700130026,2023-12-05,0,9,0,0,0,6
700130026,2024-01-03,0,63,29,0,0,0
700130026,2024-01-09,0,27,0,0,25,44
700130026,2024-01-24,0,7,24,0,11,38
700130026,2024-03-08,0,4,34,0,7,30
700130779,2023-12-23,8,16,0,0,11,33
700130779,2024-02-04,0,14,14,0,17,8
700130779,2024-03-24,0,16,0,0,0,0
700134446,2024-04-05,0,21,0,0,0,0
700138831,2024-05-17,0,17,0,0,0,0
700149469,2024-01-20,3,0,0,0,2,2
700150693,2023-12-31,22,0,0,0,0,0
700150693,2024-05-02,0,4,0,0,0,0
700152864,2024-03-11,27,65,35,0,18,100
700155871,2024-04-17,78,6,0,0,23,6
700159305,2024-02-15,0,8,0,0,0,0
700167879,2024-02-05,0,5,0,0,28,36
700171299,2024-04-04,0,30,0,0,0,0
700171299,2024-05-18,112,20,29,0,155,69
700189736,2024-04-30,0,132,0,0,0,6
700190110,2024-04-04,26,3,0,0,0,0
700190110,2024-04-29,23,22,22,0,0,47
700191021,2024-02-07,0,29,0,0,34,118
700192378,2023-11-20,0,3,0,0,36,5
700196175,2023-12-01,0,0,0,0,26,215
700196175,2023-12-02,0,48,0,0,0,52
700196175,2024-01-12,0,49,17,0,0,0
700196175,2024-02-13,0,8,37,0,0,0
700196175,2024-02-29,0,31,0,0,0,0
700196175,2024-04-27,0,66,0,0,12,48
700196175,2024-05-17,0,21,0,0,0,0
700196175,2024-05-20,0,106,0,0,0,0
700196286,2024-05-12,42,0,0,0,0,0
700197410,2024-01-30,150,0,0,6,54,45
700198550,2023-12-02,7,11,0,0,29,7
700198550,2024-02-26,0,16,5,0,11,9
700198550,2024-04-14,0,6,0,0,7,17
700200391,2024-04-30,34,45,0,0,0,0
700200391,2024-05-11,0,6,8,0,0,0
700216286,2024-02-18,39,53,0,4,0,0
700216286,2024-03-12,23,173,36,0,23,18
700216286,2024-04-17,0,1,0,0,0,0
700216286,2024-05-19,0,4,0,0,0,0
700225933,2023-12-02,0,0,0,0,37,36
700229319,2023-12-01,15,6,0,0,31,36
700230891,2023-12-01,585,52,0,0,66,31
700231211,2023-12-01,0,218,0,0,142,45
700231211,2023-12-03,76,30,0,0,60,17
700234354,2023-12-01,5,15,0,0,0,0
700234354,2023-12-12,0,1,1,0,0,0
700234354,2024-01-08,0,18,0,0,0,0
700240804,2024-04-04,0,57,0,0,0,0
700251174,2023-12-09,0,9,0,0,0,0
700251174,2023-12-10,0,9,49,0,0,0
700251174,2024-04-01,0,0,10,0,0,0
700257139,2023-12-28,41,14,0,0,80,116
700257139,2024-01-16,0,41,29,0,0,0
700257139,2024-01-22,0,306,0,0,13,37
700257139,2024-01-23,0,0,0,0,0,0
700257139,2024-01-28,0,18,0,0,0,0
700257139,2024-01-29,0,39,0,0,0,0
700257139,2024-02-15,0,1,0,0,0,0
700257139,2024-03-01,333,62,0,0,0,0
700257139,2024-04-27,0,18,0,0,0,0
700257139,2024-05-06,0,9,0,0,0,0
700266573,2023-12-24,0,23,0,0,0,0
700266573,2024-04-05,0,59,0,0,0,0
700269574,2024-02-09,17,20,0,0,66,8
700269574,2024-02-10,0,27,0,0,0,14
700269574,2024-02-17,0,8,2,0,0,0
700274439,2023-12-01,19,0,0,0,0,4
700276201,2023-12-01,37,8,0,0,7,1
700278356,2023-12-01,0,21,0,0,0,31
700278980,2024-01-01,0,30,17,0,0,0
700278980,2024-03-16,0,1,0,0,0,0
700296148,2024-05-14,24,2,0,0,0,0
700298313,2024-02-11,2,0,0,0,10,17
700305558,2024-03-17,11,2,0,0,0,4
700306186,2024-01-15,0,5,0,0,97,5
700306186,2024-02-07,0,28,0,0,14,37
700309520,2024-02-27,0,3,0,0,0,0
700309520,2024-04-19,0,11,20,0,20,62
700309668,2024-04-21,41,5,0,0,38,46
700323263,2024-05-01,0,1,0,0,26,19
700325161,2024-01-16,27,51,0,0,12,5
700325161,2024-01-22,0,2,0,0,0,0
700325279,2024-03-10,0,5,0,0,0,0
700325279,2024-03-11,0,77,10,0,0,0
700331903,2024-01-15,140,16,0,0,13,5
700333370,2024-01-26,0,29,0,0,0,0
700333370,2024-01-28,0,70,0,0,0,0
700333370,2024-01-29,0,29,6,0,0,0
700333830,2024-01-21,0,0,0,0,0,16
700333830,2024-02-08,0,0,0,0,0,0
700344724,2024-05-10,43,152,0,26,44,36
700352977,2024-04-12,12,21,0,0,0,0
700353682,2024-04-03,0,0,0,0,121,6
700353682,2024-04-24,0,13,9,0,4,16
700361894,2023-11-30,92,0,0,0,11,3
700368100,2024-04-25,0,17,0,0,18,13
